X,Y,objectid,reg_no,part,act,year,section,sdesc,desc_,feat_num,test,keyval,tpo_ref,tree_ref,amended
433634.4981,393677.7019,70102,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T19,0,0,A1188,808/388,T19,
433637.1125,393667.244200001,70103,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T20,0,0,A1189,808/388,T20,
433640.3805,393659.401000001,70104,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T21,0,0,A1190,808/388,T21,
433643.3217,393651.231000001,70105,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T22,0,0,A1191,808/388,T22,
433603.7787,393754.5002,70106,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T23,0,0,A1192,808/388,T23,
433599.2035,393751.559,70107,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T24,0,0,A1193,808/388,T24,
433604.1216,393747.8924,70108,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T25,0,0,A1194,808/388,T25,
433603.7787,393735.872500001,70109,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T26,0,0,A1194,808/388,T26,
433607.3735,393738.487,70110,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T27,0,0,A1195,808/388,T27,
432660.0053,386210.8144,70111,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/399,0,0,A1196,808/399,,
431993.7377,386374.647299999,70112,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/400,0,0,A1197,808/400,,
431996.9127,386374.845699999,70113,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/400,0,0,A1198,808/400,,
432003.9242,386374.911900001,70114,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/400,0,0,A1199,808/400,,
432010.5388,386376.697799999,70115,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/400,0,0,A2000,808/400,,
433879.4065,387250.8948,70116,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/401,0,0,A2001,808/401,,
431164.481,386657.5255,70117,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/402,0,0,A2002,808/402,,
429690.0975,394214.291999999,70118,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/403,0,0,A2003,808/403,,
429683.2184,394218.9487,70119,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/403,0,0,A2004,808/403,,
429675.175,394220.9595,70120,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/403,0,0,A2005,808/403,,
429659.1941,394229.6379,70121,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/403,0,0,A2006,808/403,,
431497.7318,385829.2082,70122,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/406 T1,0,0,A2010,808/406,T1,
431501.4359,385834.3675,70123,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/406 T2,0,0,A2011,808/406,T2,
431505.4047,385840.982100001,70124,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/406 T3,0,0,A2009,808/406,T3,
431527.3651,385873.3937,70125,0, ,town and,2015, ,Tree Preservation Orde,TPO No. 808/406 T4,0,0,A2008,808/406,T4,
431530.4079,385876.304099999,70126,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/406 T5,0,0,A2007,808/406,T5,
433159.0135,385336.2212,70127,2015, ,town and,2015, ,Tree Preservation Orde,TPO No. 808/405 T2,0,0, A2013,808/405,T2,
433160.601,385337.014900001,70128,2015, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/405 T1,0,0,A2012,808/405,T1,
431614.8319,386082.5165,70129,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/404 T2,0,0,A2015,808/404,T2,
431622.2931,386078.8653,70130,0, ,Town and,2015, ,Tree Preservation Orde,TPO No. 808/404 T1,0,0,A2014,808/404,T1,
433370.9093,386000.8269,70131,,,Town and,2016,,Tree Preservation Orde,TPO No. 808/408 T2,,,A2016,808/408,T2,
433366.3585,386005.801100001,70132,,,Town and,2016,,Tree Preservation Orde,TPO No. 808/408 T1,,,A2017,808/408,T1,
433332.8766,386068.0408,70133,,,Town and,2016,,Tree Preservation Orde,TPO No. 808/409,,,A2018,808/409,,
433610.9684,393732.931299999,70134,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T29,0,0,A1197,808/388,T29,
433607.0467,393728.6829,70135,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T30,0,0,A1198,808/388,T30,
433170.4798,385198.466700001,70136,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T1,0,0,A1199,808/389,T1,
433169.8247,385202.218800001,70137,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T2,0,0,A1200,808/389,T2,
433073.2239,385278.299000001,70138,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T3,0,0,A1201,808/389,T3,
433042.1026,385266.4154,70139,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T4,0,0,A1202,808/389,T4,
433038.3459,385264.681500001,70140,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T5,0,0,A1203,808/389,T5,
433034.3002,385265.5485,70141,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T6,0,0,A1204,808/389,T6,
433033.7223,385261.502800001,70142,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T7,0,0,A1205,808/389,T7,
433029.6766,385262.947699999,70143,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T8,0,0,A1206,808/389,T8,
433014.6498,385259.7689,70144,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T9,0,0,A1207,808/389,T9,
433011.76,385254.8563,70145,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T10,0,0,A1208,808/389,T10,
432993.8434,385252.544500001,70146,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T11,0,0,A1209,808/389,T11,
432988.9308,385251.388599999,70147,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T12,0,0,A1210,808/389,T12,
432983.4403,385248.209899999,70148,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T13,0,0,A1211,808/389,T13,
432975.9269,385243.586200001,70149,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T14,0,0,A1212,808/389,T14,
432968.4135,385240.407500001,70150,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T15,0,0,A1213,808/389,T15,
432965.2347,385238.673599999,70151,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T16,0,0,A1214,808/389,T16,
432962.056,385236.650800001,70152,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T17,0,0,A1215,808/389,T17,
432959.1662,385234.050000001,70153,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T18,0,0,A1216,808/389,T18,
432957.1433,385149.090700001,70154,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No.808/389 T19,0,0,A1217,808/389,T19,
435634.3334,396199.4846,70155,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/390,0,0,A1218,808/390,,
433757.1495,386814.6039,70156,0, ,TOWN AND,2013, ,TREE PRESERVATION ORDE,TPO No. 808/391 T4,0,0,A1219,808/391,T4,
433765.947,386817.646600001,70157,0, ,TOWN AND,2013, ,TREE PRESERVATION ORDE,TPO No. 808/391 T3,0,0,A1220,808/391,T3,
433764.2272,386819.8956,70158,0, ,TOWN AND,2013, ,TREE PRESERVATION ORDE,TPO No. 808/391 T2,0,0,A1221,808/391,T2,
433758.6709,386830.6774,70159,0, ,TOWN AND,2013, ,TREE PRESERVATION ORDE,TPO No. 808/391 T1,0,0,A1222,808/391,T1,
432927.5601,383707.7928,70160,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/393,0,0,A1223,808/393,,
436136.0803,394001.762499999,70161,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/392 T1,0,0,A1224,808/392,T1,
436160.6866,393997.264599999,70162,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/392 T2,0,0,A1225,808/392,T2,
436174.3127,393994.883300001,70163,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/392 T3,0,0,A1226,808/392,T3,
432069.4276,380003.489700001,70164,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T1,0,0,A1227,808/395,T1,
432077.2989,380004.3496,70165,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T2,0,0,A1228,808/395,T2,
432089.8667,380001.1085,70166,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T3,0,0,A1229,808/395,T3,
432091.3219,380000.248600001,70167,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T4,0,0,A1230,808/395,T4,
432094.4969,379998.6611,70168,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T5,0,0,A1231,808/395,T5,
432097.0104,380003.622,70169,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T6,0,0,A1232,808/395,T6,
432099.7886,379994.890799999,70170,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T7,0,0,A1233,808/395,T7,
428548.1986,386004.098099999,70171,,,TOWN AND,2014,,TREE PRESERVATION ORDE,TPO No. 808/411 T1,,,,808/411,T1,
428545.7046,385995.241699999,70172,,,TOWN AND,2014,,TREE PRESERVATION ORDE,TPO No. 808/411 T2,,,,808/411,T2,
428544.1267,385989.6428,70173,,,TOWN AND,2014,,TREE PRESERVATION ORDE,TPO No. 808/411 T3,,,,808/411,T3,
433748.9192,383652.471799999,70174,,,TOWN AND,2014,,TREE PRESERVATION ORDE,TPO No. 808/412 T44,,,,808/412,T44,
433742.8824,383666.002499999,70175,,,TOWN AND,2014,,TREE PRESERVATION ORDE,TPO No. 808/412 T45,,,,808/412,T45,
433524.8799,383641.440099999,70176,,,TOWN AND,2014,,TREE PRESERVATION ORDE,TPO No. 808/412 T46,,,,808/412,T46,
430701.2888,386567.455,70177,,,TOWN AND,2014,,TREE PRESERVATION ORDE,TPO No. 808/413 T1,,,,808/413,T1,
430707.24,386549.372400001,70178,,,TOWN AND,2014,,TREE PRESERVATION ORDE,TPO No. 808/413 T2,,,,808/413,T2,
430710.2156,386544.451199999,70179,,,TOWN AND,2014,,TREE PRESERVATION ORDE,TPO No. 808/413 T3,,,,808/413,T3,
430723.6059,386547.999,70180,,,TOWN AND,2014,,TREE PRESERVATION ORDE,TPO No. 808/413 T4,,,,808/413,T4,
430729.7861,386546.7401,70181,,,TOWN AND,2014,,TREE PRESERVATION ORDE,TPO No. 808/413 T5,,,,808/413,T5,
