X,Y,objectid,reg_no,part,act,year,section,sdesc,desc_,feat_num,test,keyval,tpo_ref,tree_ref,amended
433475.302,394050.955,69105,1895,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/104,6187,1,A393,808/104,,
433471.264,394054.721999999,69106,1895,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/104,6187,1,A394,808/104,,
433463.248,394057.441,69107,1895,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/104,6187,1,A395,808/104,,
433452.072,394062.232999999,69108,1895,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/104,6187,1,A396,808/104,,
431960.466,380830.022,69109,1722,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/68          : T1,6175,1,A173,808/68,T1,
431340.77,382922.384,69110,8635,3b,Town and,1990,201,Tree Preservation Orde,TPO NO. 808/242,6192,1,A616,808/242,,
433172.61,393878.231000001,69111,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T2,6177,1,A175,808/86,T2,
433488.523,389726.329,69112,1738,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/56         : T6,6177,1,A176,808/56,T6,
433852.279,385539.914000001,69113,7257,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/235        : T13,6177,1,A177,808/235,T13,
433852.034,385536.153999999,69114,7257,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/235        : T14,6177,1,A178,808/235,T14,
432651.919,386491.4,69115,1783,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/90          : T1,6178,1,A179,808/90,T1,
431462.586,381361.813999999,69116,1816,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/118        : T1,6178,1,A180,808/118,T1,
431001.62,387332.551000001,69117,1824,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/120        : T1,6178,1,A181,808/120,T1,
435797.666,384045.702,69118,1828,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/129        : T1,6178,1,A182,808/129,T1,
435806.929,384131.426000001,69119,1828,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/129        : T7,6178,1,A183,808/129,T7,
435803.733,384169.959000001,69120,1828,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/129        : T8,6178,1,A184,808/129,T8,
432652.139,380092.233999999,69121,1829,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/134        : T1,6178,1,A185,808/134,T1,
433594.905,388771.935000001,69122,1837,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/139        : T1,6178,1,A186,808/139,T1,
433598.888,388773.854,69123,1837,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/139        : T2,6178,1,A187,808/139,T2,
433606.358,388777.051000001,69124,1837,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/139        : T3,6178,1,A188,808/139,T3,
444357.632,383348.091,69125,1838,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/141        : T1,6178,1,A189,808/141,T1,
433396.872,388600.635,69126,1840,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/138        : T1,6178,1,A190,808/138,T1,
433400.439,388602.189999999,69127,1840,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/138        : T2,6178,1,A191,808/138,T2,
433403.366,388603.562000001,69128,1840,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/138        : T3,6178,1,A192,808/138,T3,
433405.927,388604.659,69129,1840,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/138        : T4,6178,1,A193,808/138,T4,
442581.283,380595.879000001,69130,1739,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/53,6178,1,A194,808/53,,
442582.757,380592.477,69131,1739,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/53,6178,1,A195,808/53,,
442590.923,380594.517999999,69132,1739,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/53,6178,1,A196,808/53,,
442587.634,380551.194,69133,1739,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/53,6178,1,A197,808/53,,
442591.166,380542.233999999,69134,1739,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/53,6178,1,A198,808/53,,
442589.707,380535.921,69135,1739,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/53,6178,1,A199,808/53,,
431865.652,382865.01,69136,2101,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/223        : T11,6178,1,A200,808/223,T11,
431846.019,382883.286,69137,2101,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/223        : T9,6178,1,A201,808/223,T9,
431833.82,382895.194,69138,2101,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/223        : T8,6178,1,A202,808/223,T8,
431827.643,382900.790999999,69139,2101,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/223        : T7,6178,1,A203,808/223,T7,
431941.05,381320.607000001,69140,1950,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/171        : T6,6179,1,A204,808/171,T6,
431937.305,381321.248,69141,1950,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/171        : T5,6179,1,A205,808/171,T5,
431933.491,381321.878,69142,1950,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/171        : T4,6179,1,A206,808/171,T4,
431853.455,382875.794,69143,2101,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/223        : T10,6179,1,A207,808/223,T10,
432416.243,380196.346000001,69144,1773,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/84          : T1,6179,1,A208,808/84,T1,
432469.071,380194.669,69145,1773,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/84          : T2,6179,1,A209,808/84,T2,
430990.059,388956.438999999,69146,1782,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/96          : T1,6179,1,A210,808/96,T1,
435803.361,384082.210999999,69147,1828,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/129        : T3,6179,1,A211,808/129,T3,
435804.629,384095.452,69148,1828,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/129        : T4,6179,1,A212,808/129,T4,
435805.46,384107.912,69149,1828,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/129        : T5,6179,1,A213,808/129,T5,
435806.163,384118.198999999,69150,1828,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/129        : T6,6179,1,A214,808/129,T6,
433274.815,383039.069,69151,2129,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/224        : T6,6179,1,A215,808/224,T6,
435222.953,398046.457,69152,2344,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/210        : T1,6179,1,A216,808/210,T1,
435228.037,398043.632999999,69153,2344,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/210        : T2,6179,1,A217,808/210,T2,
435313.094,398014.556,69154,2344,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/210        : T3,6179,1,A218,808/210,T3,
431849.639,381502.851,69155,1949,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/173,6179,1,A219,808/173,,
435162.843,396559.342,69156,1971,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/187        : T8,6179,1,A220,808/187,T8,
431847.322,381498.800000001,69157,1949,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/173,6179,1,A221,808/173,,
435166.918,396539.636,69158,1971,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/187        : T9,6179,1,A222,808/187,T9,
431845.466,381494.513,69159,1949,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/173,6179,1,A223,808/173,,
431846.151,382973.651000001,69160,2101,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/223        : T3,6179,1,A224,808/223,T3,
433604.425,385295.436000001,69161,1731,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/181        : T3,6180,1,A225,808/181,T3,
433626.543,385331.857000001,69162,1731,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/181        : T2,6180,1,A226,808/181,T2,
433629.492,385333.332,69163,1731,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/181        : T1,6180,1,A227,808/181,T1,
434477.155,394883.652000001,69164,1741,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/50          : T2,6180,1,A228,808/50,T2,
434473.4,394879.456,69165,1741,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/50          : T3,6180,1,A229,808/50,T3,
434481.793,394880.339,69166,1741,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/50          : T1,6180,1,A230,808/50,T1,
435239.629,396293.339,69167,1768,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/79          : T1,6180,1,A231,808/79,T1,
431205.245,380152.835000001,69168,1045,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/35,6180,1,A232,808/35,,
444415.879,383182.628,69169,2322,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/185        : T2,6180,1,A233,808/185,T2,
430660.26,386788.191,69170,2367,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/200        : T1,6180,1,A234,808/200,T1,
435169.726,396561.858999999,69171,1971,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/187        : T5,6180,1,A235,808/187,T5,
431884.579,381495.023,69172,1949,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/173,6180,1,A236,808/173,,
431885.297,381492.130999999,69173,1949,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/173,6180,1,A237,808/173,,
435165.813,396561.688999999,69174,1971,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/187        : T6,6180,1,A238,808/187,T6,
435866.358,386518.58,69175,2145,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/219        : T1,6180,1,A239,808/219,T1,
430767.651,389028.07,69176,2015,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/225,6180,1,A240,808/225,,
430751.999,389021.833000001,69177,2015,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/225,6180,1,A241,808/225,,
430748.939,389020.5,69178,2015,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/225,6180,1,A242,808/225,,
430734.997,389015.085000001,69179,2015,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/225,6180,1,A243,808/225,,
431817.313,382910.85,69180,2101,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/223        : T6,6180,1,A244,808/223,T6,
431840.472,382911.731000001,69181,2101,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/223        : T5,6180,1,A245,808/223,T5,
431820.116,382949.973999999,69182,2101,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/223        : T4,6180,1,A246,808/223,T4,
431867.896,382997.890000001,69183,2101,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/223        : T2,6180,1,A247,808/223,T2,
432075.691,384687.297,69184,6932,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/231,6181,1,A248,808/231,,
431898.37,381327.214,69185,1950,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/171        : T2,6181,1,A249,808/171,T2,
431902.144,381326.631999999,69186,1950,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/171        : T3,6181,1,A250,808/171,T3,
431890.187,381328.302999999,69187,1950,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/171        : T4,6182,1,A251,808/171,T4,
434441.29,384569.676000001,69188,1871,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/148        : T13,6182,1,A252,808/148,T13,
434437.636,384566.969000001,69189,1871,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/148        : T12,6183,1,A253,808/148,T12,
434437.481,384572.374,69190,1871,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/148        : T10,6183,1,A254,808/148,T10,
434434.084,384571.869999999,69191,1871,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/148        : T9,6183,1,A255,808/148,T9,
434418.485,384556.116,69192,1871,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/148        : T4,6183,1,A256,808/148,T4,
434410.775,384555.575999999,69193,1871,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/148        : T5,6183,1,A257,808/148,T5,
434414.639,384561.16,69194,1871,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/148        : T6,6183,1,A258,808/148,T6,
434415.473,384564.445,69195,1871,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/148        : T7,6183,1,A259,808/148,T7,
434419.175,384563.558,69196,1871,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/148        : T8,6183,1,A260,808/148,T8,
434436.956,384568.460000001,69197,1871,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/148        : T11,6183,1,A261,808/148,T11,
430127.915,385590.054,69198,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160        : T5,6183,1,A262,808/160,T5,
430132.798,385595.468,69199,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160        : T4,6183,1,A263,808/160,T4,
430138.798,385600.956,69200,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160        : T3,6183,1,A264,808/160,T3,
430145.127,385607.34,69201,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160        : T2,6183,1,A265,808/160,T2,
430151.124,385612.935000001,69202,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160        : T1,6183,1,A266,808/160,T1,
430136.148,385586.072000001,69203,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160        : T6,6183,1,A267,808/160,T6,
430166.034,385605.151000001,69204,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160        : T7,6183,1,A268,808/160,T7,
430188.291,385543.316,69205,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160        : T15,6183,1,A270,808/160,T15,
430158.898,385579.043,69206,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160        : T8,6183,1,A271,808/160,T8,
430176.512,385585.095000001,69207,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160        : T9,6183,1,A272,808/160,T9,
430173.378,385578.179,69208,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160        : T10,6183,1,A273,808/160,T10,
430173.162,385576.449999999,69209,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160        : T11,6183,1,A274,808/160,T11,
430170.461,385570.290999999,69210,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160        : T13,6183,1,A275,808/160,T13,
430172.514,385571.370999999,69211,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160        : T12,6183,1,A276,808/160,T12,
433488.65,393420.875,69212,1934,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/150        : T1,6183,1,A277,808/150,T1,
433539.138,393414.984999999,69213,1934,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/150        : T8,6183,1,A278,808/150,T8,
433493.614,393420.926999999,69214,1934,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/150        : T2,6183,1,A279,808/150,T2,
433499.141,393420.408,69215,1934,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/150        : T3,6183,1,A280,808/150,T3,
433506.848,393419.863,69216,1934,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/150        : T4,6183,1,A281,808/150,T4,
433499.219,393414.024,69217,1934,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/150        : T5,6183,1,A282,808/150,T5,
433505.447,393411.753,69218,1934,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/150        : T6,6183,1,A283,808/150,T6,
433501.01,393408.359999999,69219,1934,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/150        : T7,6183,1,A284,808/150,T7,
431237.691,383916.822000001,69220,1904,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/159        : T23,6183,1,A285,808/159,T23,
431238.978,383922.335999999,69221,1904,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/159        : T24,6183,1,A286,808/159,T24,
431238.978,383927.578,69222,1904,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/159        : T25,6183,1,A287,808/159,T25,
431217.102,383927.993000001,69223,1904,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/159        : T26,6183,1,A288,808/159,T26,
429420.25,385687.32,69224,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6183,1,A289,808/110,,
429431.118,385688.308,69225,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6183,1,A290,808/110,,
429503.899,385698.187999999,69226,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6183,1,A291,808/110,,
429511.803,385699.176000001,69227,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6183,1,A292,808/110,,
429505.546,385710.043,69228,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6183,1,A293,808/110,,
429334.955,385711.361,69229,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6183,1,A294,808/110,,
429345.823,385713.336999999,69230,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6183,1,A295,808/110,,
429433.423,385727.168,69231,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6183,1,A296,808/110,,
429443.962,385728.486,69232,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6183,1,A297,808/110,,
437385.147,385410.202,69233,7121,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/236        : T13,6183,1,A298,808/236,T13,
437395.158,385377.938999999,69234,7121,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/236        : T10,6183,1,A299,808/236,T10,
437404.244,385361.200999999,69235,7121,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/236        : T9,6183,1,A300,808/236,T9,
437440.185,385346.778000001,69236,7121,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/236        : T5,6183,1,A301,808/236,T5,
437407.893,385354.062000001,69237,7121,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/236        : T8,6183,1,A302,808/236,T8,
437445.88,385350.659,69238,7121,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/236        : T4,6183,1,A303,808/236,T4,
437481.707,385391.198000001,69239,7121,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/236        : T2,6184,1,A304,808/236,T2,
437476.832,385396.386,69240,7121,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/236        : T1,6184,1,A305,808/236,T1,
437460.237,385362.923,69241,7121,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/236        : T3,6184,1,A306,808/236,T3,
437432.809,385342.078,69242,7121,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/236        : T6,6184,1,A307,808/236,T6,
437415.117,385343.567,69243,7121,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/236        : T7,6184,1,A308,808/236,T7,
437391.666,385384.710000001,69244,7121,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/236        : T11,6184,1,A309,808/236,T11,
437382.341,385408.298,69245,7121,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/236        : T12,6184,1,A310,808/236,T12,
429455.818,385727.827,69246,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6184,1,A311,808/110,,
441836.664,383151.702,69247,7170,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/234        : T2,6185,1,A312,808/234,T2,
441835.833,383185.646,69248,7170,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/234        : T1,6185,1,A313,808/234,T1,
433148.302,393986.353,69249,8714,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/254        : T1,6186,1,A314,808/254,T1,
441768.126,382413.521,69250,9073,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/261        : T7,6186,1,A315,808/261,T7,
441772.85,382417.085999999,69251,9073,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/261        : T6,6186,1,A316,808/261,T6,
441780.161,382422.471000001,69252,9073,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/261        : T4,6186,1,A317,808/261,T4,
441777.971,382420.619000001,69253,9073,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/261        : T5,6186,1,A318,808/261,T5,
441793.054,382428.842,69254,9073,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/261        : T3,6186,1,A319,808/261,T3,
441806.281,382432.142000001,69255,9073,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/261        : T2,6186,1,A320,808/261,T2,
430887.787,387053.841,69256,1746,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/23          : T1,6186,1,A321,808/23,T1,
430890.914,387053.57,69257,1746,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/23          : T2,6186,1,A322,808/23,T2,
430927.843,387049.881999999,69258,1746,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/23          : T8,6186,1,A323,808/23,T8,
430925.241,387049.703,69259,1746,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/23          : T7,6186,1,A324,808/23,T7,
430921.891,387049.935000001,69260,1746,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/23          : T6,6186,1,A325,808/23,T6,
430908.62,387050.515000001,69261,1746,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/23          : T5,6186,1,A326,808/23,T5,
430900.631,387051.609999999,69262,1746,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/23          : T4,6186,1,A327,808/23,T4,
430896.508,387052.061000001,69263,1746,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/23          : T3,6186,1,A328,808/23,T3,
433709.645,385169.365,69264,7770,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/245        : T5,6186,1,A329,808/245,T5,
433706.286,385165.619000001,69265,7770,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/245        : T2,6186,1,A330,808/245,T2,
433702.135,385165.908,69266,7770,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/245        : T1,6186,1,A331,808/245,T1,
433710.716,385164.441,69267,7770,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/245        : T4,6186,1,A332,808/245,T4,
433453.882,394069.705,69268,1895,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/104,6187,1,A397,808/104,,
433106.893,380227.482999999,69269,1780,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/71          : T1,6187,1,A398,808/71,T1,
433234.111,385107.136,69270,1843,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/140        : T7,6187,1,A399,808/140,T7,
433228.613,385106.036,69271,1843,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/140        : T6,6187,1,A400,808/140,T6,
433229.084,385110.904999999,69272,1843,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/140        : T5,6187,1,A401,808/140,T5,
433225.786,385112.554,69273,1843,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/140        : T4,6187,1,A402,808/140,T4,
433207.723,385124.923,69274,1843,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/140        : T3,6187,1,A403,808/140,T3,
433204.627,385123.147,69275,1843,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/140        : T2,6187,1,A404,808/140,T2,
433202.882,385124.833000001,69276,1843,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/140        : T1,6187,1,A405,808/140,T1,
433237.059,385097.399,69277,1843,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/140        : T8,6187,1,A406,808/140,T8,
433245.411,385095.605,69278,1843,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/140        : T9,6187,1,A407,808/140,T9,
433248.003,385093.555,69279,1843,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/140        : T10,6187,1,A408,808/140,T10,
442485.895,380898.181,69280,1831,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/143        : T2,6187,1,A409,808/143,T2,
442487.386,380900.301000001,69281,1831,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/143        : T1,6187,1,A410,808/143,T1,
435191.81,383908.888,69282,1787,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/99,6187,1,A411,808/99,,
435219.816,383927.001,69283,1787,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/99          : T1,6187,1,A412,808/99,T1,
435162.827,383920.369999999,69284,1787,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/99,6187,1,A413,808/99,,
433545.445,394006.657,69285,1895,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/104,6187,1,A414,808/104,,
435179.465,383866.839,69286,1787,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/99,6187,1,A415,808/99,,
435177.362,383918.855,69287,1787,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/99,6187,1,A416,808/99,,
435180.62,383914.25,69288,1787,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/99,6187,1,A417,808/99,,
433578.037,394065.075999999,69289,1895,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/104,6188,1,A418,808/104,,
435189.679,383916.986,69290,1787,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/99,6188,1,A419,808/99,,
435192.378,383911.445,69291,1787,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/99,6188,1,A420,808/99,,
435192.946,383906.046,69292,1787,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/99,6188,1,A421,808/99,,
435194.225,383901.5,69293,1787,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/99          : T1,6188,1,A422,808/99,T1,
435196.356,383896.67,69294,1787,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/99          : T1,6188,1,A423,808/99,T1,
433526.304,394051.367000001,69295,1895,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/104,6188,1,A424,808/104,,
433521.906,394049.557,69296,1895,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/104,6188,1,A425,808/104,,
433518.285,394050.333000001,69297,1895,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/104,6188,1,A426,808/104,,
